Category,City,Country,Discount,Profit,Quantity,Region,Sales,Segment,State,Sub-Category
Office Supplies,Houston,United States,0.2,2.838,2,Central,37.84,Consumer,Texas,Art
Office Supplies,Chicago,United States,0.2,2.205,3,Central,7.056,Consumer,Illinois,Art
Office Supplies,Chicago,United States,0.2,1.64,4,Central,5.248,Consumer,Illinois,Art
Office Supplies,Houston,United States,0.2,5.775,5,Central,46.2,Consumer,Texas,Art
Office Supplies,Houston,United States,0.2,3.912,5,Central,13.04,Consumer,Texas,Art
Office Supplies,Harlingen,United States,0.2,16.3737,7,Central,145.544,Consumer,Texas,Art
Office Supplies,Columbus,United States,0.2,0.3674,1,East,2.672,Consumer,Ohio,Art
Office Supplies,Columbus,United States,0.2,3.4048,4,East,19.456,Consumer,Ohio,Art
Office Supplies,Philadelphia,United States,0.2,3.6432,4,East,13.248,Consumer,Pennsylvania,Art
Office Supplies,Philadelphia,United States,0.2,0.834,5,East,11.12,Consumer,Pennsylvania,Art
Office Supplies,Burlington,United States,0.2,1.7955,3,South,28.728,Consumer,North Carolina,Art
Office Supplies,Burlington,United States,0.2,2.6964,7,South,23.968,Consumer,North Carolina,Art
Office Supplies,Charlotte,United States,0.2,1.4256,9,South,12.672,Consumer,North Carolina,Art
Office Supplies,Concord,United States,0.2,1.7514,9,South,20.016,Consumer,North Carolina,Art
Office Supplies,Colorado Springs,United States,0.2,2.5488,2,West,11.328,Consumer,Colorado,Art
Office Supplies,Chicago,United States,0.2,1.197,2,Central,19.152,Consumer,Illinois,Art
Office Supplies,Dallas,United States,0.2,0.3336,2,Central,4.448,Consumer,Texas,Art
Office Supplies,Columbus,United States,0.2,4.1988,2,East,55.984,Consumer,Ohio,Art
Office Supplies,Columbus,United States,0.2,1.926,5,East,17.12,Consumer,Ohio,Art
Office Supplies,Marion,United States,0.2,4.672,8,East,37.376,Consumer,Ohio,Art
Office Supplies,Jacksonville,United States,0.2,1.112,2,South,4.448,Consumer,Florida,Art
Office Supplies,Lakeland,United States,0.2,2.2712,2,South,10.688,Consumer,Florida,Art
Office Supplies,Tampa,United States,0.2,1.0584,2,South,4.032,Consumer,Florida,Art
Office Supplies,Fayetteville,United States,0.2,1.1556,3,South,10.272,Consumer,North Carolina,Art
Office Supplies,El Paso,United States,0.2,3.968,2,Central,31.744,Consumer,Texas,Art
Office Supplies,Chicago,United States,0.2,0.6912,3,Central,6.912,Consumer,Illinois,Art
Office Supplies,Dallas,United States,0.2,0.7938,3,Central,7.056,Consumer,Texas,Art
Office Supplies,Dallas,United States,0.2,1.5795,3,Central,14.04,Consumer,Texas,Art
Office Supplies,San Antonio,United States,0.2,0.8988,3,Central,10.272,Consumer,Texas,Art
Office Supplies,Carrollton,United States,0.2,8.6744,4,Central,99.136,Consumer,Texas,Art
Office Supplies,Waco,United States,0.2,0.712,5,Central,7.12,Consumer,Texas,Art
Office Supplies,League City,United States,0.2,5.8751,7,Central,67.144,Consumer,Texas,Art
Office Supplies,Cleveland,United States,0.2,1.6324,2,East,18.656,Consumer,Ohio,Art
Office Supplies,Columbus,United States,0.2,1.239,3,East,9.912,Consumer,Ohio,Art
Office Supplies,Kent,United States,0.2,1.752,3,East,14.016,Consumer,Ohio,Art
Office Supplies,Akron,United States,0.2,0.6192,4,East,8.256,Consumer,Ohio,Art
Office Supplies,Dublin,United States,0.2,1.794,5,East,23.92,Consumer,Ohio,Art
Office Supplies,Philadelphia,United States,0.2,5.301,5,East,22.32,Consumer,Pennsylvania,Art
Office Supplies,Cincinnati,United States,0.2,0.9282,6,East,10.608,Consumer,Ohio,Art
Office Supplies,Jupiter,United States,0.2,0.1548,1,South,2.064,Consumer,Florida,Art
Office Supplies,Tampa,United States,0.2,0.504,1,South,1.344,Consumer,Florida,Art
Office Supplies,Jackson,United States,0.2,1.7024,2,South,9.728,Consumer,Tennessee,Art
Office Supplies,Jacksonville,United States,0.2,0.3822,3,South,4.368,Consumer,North Carolina,Art
Office Supplies,Hialeah,United States,0.2,5.0336,8,South,30.976,Consumer,Florida,Art
Office Supplies,Avondale,United States,0.2,2.3686,2,West,14.576,Consumer,Arizona,Art
Office Supplies,Portland,United States,0.2,9.0576,4,West,120.768,Consumer,Oregon,Art
Office Supplies,Thornton,United States,0.2,1.0008,6,West,13.344,Consumer,Colorado,Art
Office Supplies,Avondale,United States,0.2,1.8522,7,West,16.464,Consumer,Arizona,Art
Office Supplies,Houston,United States,0.2,6.2244,2,Central,55.328,Corporate,Texas,Art
Office Supplies,Chicago,United States,0.2,0.864,3,Central,6.912,Corporate,Illinois,Art
Office Supplies,Bloomington,United States,0.2,5.4336,4,Central,54.336,Corporate,Illinois,Art
Office Supplies,Chicago,United States,0.2,2.9835,5,Central,8.84,Corporate,Illinois,Art
Office Supplies,Bedford,United States,0.2,2.87,7,Central,9.184,Corporate,Texas,Art
Office Supplies,Philadelphia,United States,0.2,1.652,5,East,16.52,Corporate,Pennsylvania,Art
Office Supplies,Altoona,United States,0.2,2.2044,6,East,16.032,Corporate,Pennsylvania,Art
Office Supplies,Lakeland,United States,0.2,7.596,2,South,60.768,Corporate,Florida,Art
Office Supplies,Greensboro,United States,0.2,8.085,7,South,64.68,Corporate,North Carolina,Art
Office Supplies,Pueblo,United States,0.2,0.8946,1,West,3.408,Corporate,Colorado,Art
Office Supplies,Phoenix,United States,0.2,0.91,2,West,2.912,Corporate,Arizona,Art
Office Supplies,Newark,United States,0.2,1.3992,2,East,18.656,Corporate,Ohio,Art
Office Supplies,Newark,United States,0.2,3.6432,4,East,13.248,Corporate,Ohio,Art
Office Supplies,Chicago,United States,0.2,0.8856,3,Central,7.872,Corporate,Illinois,Art
Office Supplies,Arlington,United States,0.2,3.5712,3,Central,47.616,Corporate,Texas,Art
Office Supplies,Mcallen,United States,0.2,6.5058,3,Central,74.352,Corporate,Texas,Art
Office Supplies,Mcallen,United States,0.2,0.8856,3,Central,7.872,Corporate,Texas,Art
Office Supplies,Philadelphia,United States,0.2,0.5992,2,East,6.848,Corporate,Pennsylvania,Art
Office Supplies,Philadelphia,United States,0.2,0.7056,7,East,9.408,Corporate,Pennsylvania,Art
Office Supplies,Asheville,United States,0.2,0.8856,3,South,7.872,Corporate,North Carolina,Art
Office Supplies,Durham,United States,0.2,12.3144,4,South,140.736,Corporate,North Carolina,Art
Office Supplies,Salem,United States,0.2,0.8162,1,West,9.328,Corporate,Oregon,Art
Office Supplies,Yuma,United States,0.2,1.1808,4,West,10.496,Corporate,Arizona,Art
Office Supplies,Salem,United States,0.2,17.908,11,West,71.632,Corporate,Oregon,Art
Office Supplies,Houston,United States,0.2,3.5529,3,Central,21.864,Home Office,Texas,Art
Office Supplies,Houston,United States,0.2,52.632,6,Central,175.44,Home Office,Texas,Art
Office Supplies,Philadelphia,United States,0.2,1.0269,3,East,11.736,Home Office,Pennsylvania,Art
Office Supplies,Lancaster,United States,0.2,2.6964,9,East,30.816,Home Office,Ohio,Art
Office Supplies,Nashville,United States,0.2,6.792,5,South,67.92,Home Office,Tennessee,Art
Office Supplies,Nashville,United States,0.2,5.256,9,South,42.048,Home Office,Tennessee,Art
Office Supplies,Peoria,United States,0.2,1.984,1,West,15.872,Home Office,Arizona,Art
Office Supplies,Salem,United States,0.2,0.556,1,West,2.224,Home Office,Oregon,Art
Office Supplies,Salem,United States,0.2,2.336,4,West,18.688,Home Office,Oregon,Art
Office Supplies,Peoria,United States,0.2,6.603,5,West,88.04,Home Office,Arizona,Art
Office Supplies,Aurora,United States,0.2,3.6784,2,Central,36.784,Home Office,Illinois,Art
Office Supplies,Garland,United States,0.2,3.798,1,Central,30.384,Home Office,Texas,Art
Office Supplies,Chicago,United States,0.2,0.3094,2,Central,3.536,Home Office,Illinois,Art
Office Supplies,Saint Charles,United States,0.2,14.2272,2,Central,59.904,Home Office,Illinois,Art
Office Supplies,Chicago,United States,0.2,2.205,3,Central,7.056,Home Office,Illinois,Art
Office Supplies,Houston,United States,0.2,3.2214,3,Central,9.912,Home Office,Texas,Art
Office Supplies,Springfield,United States,0.2,0.2996,1,East,3.424,Home Office,Ohio,Art
Office Supplies,Philadelphia,United States,0.2,2.7984,4,East,37.312,Home Office,Pennsylvania,Art
Office Supplies,Bristol,United States,0.2,8.445,3,South,67.56,Home Office,Tennessee,Art
Office Supplies,Columbus,United States,0.2,7.4925,3,East,23.976,Consumer,Ohio,Paper
Office Supplies,Columbus,United States,0.2,29.364,2,East,78.304,Corporate,Ohio,Paper
Office Supplies,Chicago,United States,0.2,9.396,5,Central,25.92,Consumer,Illinois,Paper
Office Supplies,Quincy,United States,0.2,30.98,4,Central,99.136,Corporate,Illinois,Paper
Office Supplies,Miami,United States,0.2,3.4684,2,South,9.568,Consumer,Florida,Paper
Office Supplies,Chicago,United States,0.2,113.6394,7,Central,313.488,Home Office,Illinois,Paper
Office Supplies,Philadelphia,United States,0.2,2.64,2,East,8.448,Corporate,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,5.4432,3,East,15.552,Consumer,Pennsylvania,Paper
Office Supplies,Toledo,United States,0.2,5.0286,3,East,13.872,Consumer,Ohio,Paper
Office Supplies,Harlingen,United States,0.2,1.8792,1,Central,5.184,Consumer,Texas,Paper
Office Supplies,Frankfort,United States,0.2,26.9024,2,Central,76.864,Consumer,Illinois,Paper
Office Supplies,El Paso,United States,0.2,3.6288,2,Central,10.368,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,26.9024,2,Central,76.864,Consumer,Texas,Paper
Office Supplies,Plano,United States,0.2,3.6288,2,Central,10.368,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,16.1838,3,Central,47.952,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,16.1838,3,Central,47.952,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,10.8864,6,Central,31.104,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,54.215,7,Central,173.488,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,12.7008,7,Central,36.288,Consumer,Texas,Paper
Office Supplies,Lancaster,United States,0.2,10.6232,2,East,30.352,Consumer,Ohio,Paper
Office Supplies,Lancaster,United States,0.2,29.364,2,East,78.304,Consumer,Ohio,Paper
Office Supplies,Parma,United States,0.2,2.8884,2,East,7.968,Consumer,Ohio,Paper
Office Supplies,Philadelphia,United States,0.2,3.6288,2,East,10.368,Consumer,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,2.64,2,East,8.448,Consumer,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,5.4432,3,East,15.552,Consumer,Pennsylvania,Paper
Office Supplies,Dublin,United States,0.2,10.0572,6,East,27.744,Consumer,Ohio,Paper
Office Supplies,Troy,United States,0.2,10.8864,6,East,31.104,Consumer,Ohio,Paper
Office Supplies,Jacksonville,United States,0.2,88.074,3,South,251.64,Consumer,Florida,Paper
Office Supplies,Miami,United States,0.2,88.074,3,South,251.64,Consumer,Florida,Paper
Office Supplies,Nashville,United States,0.2,5.4432,3,South,15.552,Consumer,Tennessee,Paper
Office Supplies,Hollywood,United States,0.2,29.692,5,South,91.36,Consumer,Florida,Paper
Office Supplies,Fayetteville,United States,0.2,9.63,9,South,30.816,Consumer,North Carolina,Paper
Office Supplies,Tucson,United States,0.2,2.64,2,West,8.448,Consumer,Arizona,Paper
Office Supplies,Tucson,United States,0.2,77.672,5,West,221.92,Consumer,Arizona,Paper
Office Supplies,Dallas,United States,0.2,1.8792,1,Central,5.184,Consumer,Texas,Paper
Office Supplies,Dallas,United States,0.2,1.8704,1,Central,5.344,Consumer,Texas,Paper
Office Supplies,Aurora,United States,0.2,3.6288,2,Central,10.368,Consumer,Illinois,Paper
Office Supplies,Bolingbrook,United States,0.2,3.6288,2,Central,10.368,Consumer,Illinois,Paper
Office Supplies,Austin,United States,0.2,3.6288,2,Central,10.368,Consumer,Texas,Paper
Office Supplies,El Paso,United States,0.2,11.8768,2,Central,36.544,Consumer,Texas,Paper
Office Supplies,Fort Worth,United States,0.2,3.6288,2,Central,10.368,Consumer,Texas,Paper
Office Supplies,Dallas,United States,0.2,5.4432,3,Central,15.552,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,6.6,5,Central,21.12,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,102.774,7,Central,274.064,Consumer,Texas,Paper
Office Supplies,Cleveland,United States,0.2,3.7408,2,East,10.688,Consumer,Ohio,Paper
Office Supplies,Cleveland,United States,0.2,3.6288,2,East,10.368,Consumer,Ohio,Paper
Office Supplies,Jacksonville,United States,0.2,4.995,2,South,15.984,Consumer,Florida,Paper
Office Supplies,Wilmington,United States,0.2,108.7408,7,South,310.688,Consumer,North Carolina,Paper
Office Supplies,Dallas,United States,0.2,1.4442,1,Central,3.984,Consumer,Texas,Paper
Office Supplies,Chicago,United States,0.2,22.4808,2,Central,62.016,Consumer,Illinois,Paper
Office Supplies,Dallas,United States,0.2,2.14,2,Central,6.848,Consumer,Texas,Paper
Office Supplies,Dallas,United States,0.2,23.235,3,Central,74.352,Consumer,Texas,Paper
Office Supplies,Dallas,United States,0.2,5.4432,3,Central,15.552,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,5.4432,3,Central,15.552,Consumer,Texas,Paper
Office Supplies,Carrollton,United States,0.2,5.28,4,Central,16.896,Consumer,Texas,Paper
Office Supplies,Houston,United States,0.2,9.352,5,Central,26.72,Consumer,Texas,Paper
Office Supplies,Irving,United States,0.2,79.692,5,Central,219.84,Consumer,Texas,Paper
Office Supplies,Chicago,United States,0.2,6.42,6,Central,20.544,Consumer,Illinois,Paper
Office Supplies,Houston,United States,0.2,10.465,7,Central,33.488,Consumer,Texas,Paper
Office Supplies,Chicago,United States,0.2,12.9978,9,Central,35.856,Consumer,Illinois,Paper
Office Supplies,Lancaster,United States,0.2,3.7584,2,East,10.368,Consumer,Ohio,Paper
Office Supplies,Philadelphia,United States,0.2,5.4432,3,East,15.552,Consumer,Pennsylvania,Paper
Office Supplies,Akron,United States,0.2,5.7768,4,East,15.936,Consumer,Ohio,Paper
Office Supplies,Philadelphia,United States,0.2,7.2576,4,East,20.736,Consumer,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,6.42,6,East,20.544,Consumer,Pennsylvania,Paper
Office Supplies,Columbus,United States,0.2,12.7008,7,East,36.288,Consumer,Ohio,Paper
Office Supplies,Jackson,United States,0.2,1.07,1,South,3.424,Consumer,Tennessee,Paper
Office Supplies,Miami,United States,0.2,3.6288,2,South,10.368,Consumer,Florida,Paper
Office Supplies,Fayetteville,United States,0.2,16.1838,3,South,47.952,Consumer,North Carolina,Paper
Office Supplies,Memphis,United States,0.2,9.072,5,South,25.92,Consumer,Tennessee,Paper
Office Supplies,Hollywood,United States,0.2,11.2224,6,South,32.064,Consumer,Florida,Paper
Office Supplies,Fayetteville,United States,0.2,10.8864,6,South,31.104,Consumer,North Carolina,Paper
Office Supplies,Fayetteville,United States,0.2,83.2097,7,South,229.544,Consumer,North Carolina,Paper
Office Supplies,Mesa,United States,0.2,6.7048,4,West,18.496,Consumer,Arizona,Paper
Office Supplies,Portland,United States,0.2,9.072,5,West,25.92,Consumer,Oregon,Paper
Office Supplies,Mesa,United States,0.2,7.92,6,West,25.344,Consumer,Arizona,Paper
Office Supplies,Brownsville,United States,0.2,3.7408,2,Central,10.688,Corporate,Texas,Paper
Office Supplies,Dallas,United States,0.2,29.364,2,Central,78.304,Corporate,Texas,Paper
Office Supplies,Lubbock,United States,0.2,3.3524,2,Central,9.248,Corporate,Texas,Paper
Office Supplies,Houston,United States,0.2,9.8658,3,Central,27.216,Corporate,Texas,Paper
Office Supplies,Arlington,United States,0.2,7.2576,4,Central,20.736,Corporate,Texas,Paper
Office Supplies,Houston,United States,0.2,7.2576,4,Central,20.736,Corporate,Texas,Paper
Office Supplies,Pasadena,United States,0.2,7.2576,4,Central,20.736,Corporate,Texas,Paper
Office Supplies,Dallas,United States,0.2,12.7008,7,Central,36.288,Corporate,Texas,Paper
Office Supplies,Haltom City,United States,0.2,11.7334,7,Central,32.368,Corporate,Texas,Paper
Office Supplies,Huntsville,United States,0.2,14.5152,8,Central,41.472,Corporate,Texas,Paper
Office Supplies,Columbus,United States,0.2,1.8704,1,East,5.344,Corporate,Ohio,Paper
Office Supplies,Akron,United States,0.2,28.7064,3,East,85.056,Corporate,Ohio,Paper
Office Supplies,Miami,United States,0.2,11.2404,1,South,31.008,Corporate,Florida,Paper
Office Supplies,Raleigh,United States,0.2,23.235,3,South,74.352,Corporate,North Carolina,Paper
Office Supplies,Murfreesboro,United States,0.2,5.2026,3,South,14.352,Corporate,Tennessee,Paper
Office Supplies,Smyrna,United States,0.2,7.2576,4,South,20.736,Corporate,Tennessee,Paper
Office Supplies,Springfield,United States,0.2,1.8144,1,West,5.184,Corporate,Oregon,Paper
Office Supplies,Phoenix,United States,0.2,7.2576,4,West,20.736,Corporate,Arizona,Paper
Office Supplies,Aurora,United States,0.2,62.1376,4,West,177.536,Corporate,Colorado,Paper
Office Supplies,Philadelphia,United States,0.2,3.96,3,East,12.672,Corporate,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,38.725,5,East,123.92,Corporate,Pennsylvania,Paper
Office Supplies,Coral Springs,United States,0.2,5.4432,3,South,15.552,Corporate,Florida,Paper
Office Supplies,Chandler,United States,0.2,29.358,1,West,83.88,Corporate,Arizona,Paper
Office Supplies,Corpus Christi,United States,0.2,2.14,2,Central,6.848,Corporate,Texas,Paper
Office Supplies,Houston,United States,0.2,3.7584,2,Central,10.368,Corporate,Texas,Paper
Office Supplies,San Marcos,United States,0.2,3.6288,2,Central,10.368,Corporate,Texas,Paper
Office Supplies,Mcallen,United States,0.2,5.4432,3,Central,15.552,Corporate,Texas,Paper
Office Supplies,Rockford,United States,0.2,63.7536,4,Central,175.872,Corporate,Illinois,Paper
Office Supplies,Houston,United States,0.2,9.072,5,Central,25.92,Corporate,Texas,Paper
Office Supplies,Chicago,United States,0.2,54.215,7,Central,173.488,Corporate,Illinois,Paper
Office Supplies,Houston,United States,0.2,92.4399,7,Central,273.896,Corporate,Texas,Paper
Office Supplies,Mansfield,United States,0.2,14.5152,8,Central,41.472,Corporate,Texas,Paper
Office Supplies,Houston,United States,0.2,9.63,9,Central,30.816,Corporate,Texas,Paper
Office Supplies,Philadelphia,United States,0.2,2.14,2,East,6.848,Corporate,Pennsylvania,Paper
Office Supplies,Troy,United States,0.2,5.4432,3,East,15.552,Corporate,Ohio,Paper
Office Supplies,Philadelphia,United States,0.2,5.98,4,East,19.136,Corporate,Pennsylvania,Paper
Office Supplies,Philadelphia,United States,0.2,41.1528,6,East,126.624,Corporate,Pennsylvania,Paper
Office Supplies,Miramar,United States,0.2,7.2576,4,South,20.736,Corporate,Florida,Paper
Office Supplies,Knoxville,United States,0.2,10.1094,7,South,27.888,Corporate,Tennessee,Paper
Office Supplies,Miramar,United States,0.2,14.5152,8,South,41.472,Corporate,Florida,Paper
Office Supplies,Eugene,United States,0.2,5.3116,1,West,15.176,Corporate,Oregon,Paper
Office Supplies,Chicago,United States,0.2,2.64,2,Central,8.448,Home Office,Illinois,Paper
Office Supplies,Houston,United States,0.2,23.7742,2,Central,65.584,Home Office,Texas,Paper
Office Supplies,Knoxville,United States,0.2,7.2576,4,South,20.736,Home Office,Tennessee,Paper
Office Supplies,Mesa,United States,0.2,17.8152,3,West,54.816,Home Office,Arizona,Paper
Office Supplies,Aurora,United States,0.2,5.2026,3,West,14.352,Home Office,Colorado,Paper
Office Supplies,Mesa,United States,0.2,10.8864,6,West,31.104,Home Office,Arizona,Paper
Office Supplies,Chicago,United States,0.2,5.6376,3,Central,15.552,Home Office,Illinois,Paper
Office Supplies,Dallas,United States,0.2,3.21,3,Central,10.272,Home Office,Texas,Paper
Office Supplies,Mentor,United States,0.2,2.64,2,East,8.448,Home Office,Ohio,Paper
Office Supplies,Mentor,United States,0.2,5.4432,3,East,15.552,Home Office,Ohio,Paper
Office Supplies,Cleveland,United States,0.2,7.2576,4,East,20.736,Home Office,Ohio,Paper
Office Supplies,Monroe,United States,0.2,2.6892,2,South,7.968,Home Office,North Carolina,Paper
Office Supplies,Glendale,United States,0.2,8.381,5,West,23.12,Home Office,Arizona,Paper
Office Supplies,Chicago,United States,0.2,1.8144,1,Central,5.184,Home Office,Illinois,Paper
Office Supplies,Chicago,United States,0.2,23.7742,2,Central,65.584,Home Office,Illinois,Paper
Office Supplies,Chicago,United States,0.2,3.3524,2,Central,9.248,Home Office,Illinois,Paper
Office Supplies,Corpus Christi,United States,0.2,23.235,3,Central,74.352,Home Office,Texas,Paper
Office Supplies,Houston,United States,0.2,5.6376,3,Central,15.552,Home Office,Texas,Paper
Office Supplies,Chicago,United States,0.2,146.79,5,Central,419.4,Home Office,Illinois,Paper
Office Supplies,Fort Worth,United States,0.2,130.7581,11,Central,360.712,Home Office,Texas,Paper
Office Supplies,Philadelphia,United States,0.2,2.8884,2,East,7.968,Home Office,Pennsylvania,Paper
Office Supplies,Lancaster,United States,0.2,4.0338,3,East,11.952,Home Office,Ohio,Paper
Office Supplies,Springfield,United States,0.2,20.5764,3,East,63.312,Home Office,Ohio,Paper
Office Supplies,Springfield,United States,0.2,5.4432,3,East,15.552,Home Office,Ohio,Paper
Office Supplies,Jacksonville,United States,0.2,5.9384,1,South,18.272,Home Office,North Carolina,Paper
Office Supplies,Jacksonville,United States,0.2,53.8048,4,South,153.728,Home Office,North Carolina,Paper
Office Supplies,Miami,United States,0.2,13.0928,7,South,37.408,Home Office,Florida,Paper
Technology,San Francisco,United States,0.2,16.011,3,West,213.48,Consumer,California,Phones
Office Supplies,San Francisco,United States,0.2,7.384,4,West,22.72,Consumer,California,Binders
Furniture,San Francisco,United States,0.2,28.1372,2,West,321.568,Consumer,California,Chairs
Technology,San Francisco,United States,0.2,87.996,4,West,703.968,Consumer,California,Phones
Furniture,San Francisco,United States,0.2,0,2,West,1121.568,Consumer,California,Chairs
Office Supplies,San Francisco,United States,0.2,27.3182,7,West,84.056,Consumer,California,Binders
Furniture,San Diego,United States,0.2,-28.356,10,West,567.12,Corporate,California,Tables
Technology,San Francisco,United States,0.2,374.9925,3,West,1199.976,Corporate,California,Copiers
Furniture,San Francisco,United States,0.2,40.8006,3,West,544.008,Home Office,California,Chairs
Technology,San Diego,United States,0.2,18.8972,2,West,215.968,Corporate,California,Phones
Furniture,San Francisco,United States,0.2,2.6251,1,West,210.008,Consumer,California,Tables
Furniture,Pasadena,United States,0.2,-65.0352,2,West,433.568,Consumer,California,Chairs
Furniture,Pasadena,United States,0.2,-8.0784,2,West,161.568,Consumer,California,Chairs
Furniture,Encinitas,United States,0.2,7.4694,3,West,298.776,Consumer,California,Tables
Furniture,Oakland,United States,0.2,28.4364,3,West,568.728,Consumer,California,Tables
Furniture,San Francisco,United States,0.2,12.178,4,West,194.848,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,90.972,7,West,1212.96,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,10.8588,1,West,144.784,Consumer,California,Chairs
Furniture,Santa Ana,United States,0.2,-12.7785,1,West,146.04,Consumer,California,Tables
Furniture,Redlands,United States,0.2,20.196,4,West,323.136,Consumer,California,Chairs
Furniture,Anaheim,United States,0.2,-31.843,5,West,363.92,Consumer,California,Chairs
Furniture,Anaheim,United States,0.2,111.517,7,West,892.136,Consumer,California,Tables
Furniture,Sacramento,United States,0.2,-18.1068,1,West,120.712,Consumer,California,Chairs
Furniture,San Diego,United States,0.2,27.0882,1,West,240.784,Consumer,California,Chairs
Furniture,San Diego,United States,0.2,-5.7588,2,West,153.568,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,-1.7772,2,West,71.088,Consumer,California,Tables
Furniture,San Diego,United States,0.2,42.1176,3,West,842.352,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,71.772,3,West,717.72,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,19.1646,3,West,170.352,Consumer,California,Tables
Furniture,Fresno,United States,0.2,8.7145,5,West,697.16,Consumer,California,Tables
Furniture,Fresno,United States,0.2,95.586,6,West,764.688,Consumer,California,Tables
Furniture,San Diego,United States,0.2,76.0116,7,West,1013.488,Consumer,California,Chairs
Furniture,San Diego,United States,0.2,16.7972,7,West,191.968,Consumer,California,Chairs
Furniture,San Francisco,United States,0.2,92.392,8,West,1478.272,Consumer,California,Tables
Furniture,Fresno,United States,0.2,135.4068,12,West,3610.848,Consumer,California,Tables
Office Supplies,Riverside,United States,0.2,1.3944,1,West,3.984,Consumer,California,Binders
Office Supplies,San Jose,United States,0.2,0.504,1,West,1.44,Consumer,California,Binders
Office Supplies,Redondo Beach,United States,0.2,3.942,2,West,11.68,Consumer,California,Binders
Office Supplies,San Diego,United States,0.2,3.1552,2,West,8.704,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,19.968,2,West,53.248,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,17.3488,2,West,49.568,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,21.8736,2,West,62.496,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,17.7744,2,West,50.784,Consumer,California,Binders
Office Supplies,Pasadena,United States,0.2,6.4206,3,West,17.712,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,6.9132,3,West,19.752,Consumer,California,Binders
Office Supplies,Fresno,United States,0.2,62.748,4,West,185.92,Consumer,California,Binders
Office Supplies,Temecula,United States,0.2,9.855,5,West,29.2,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,6.6906,6,West,19.824,Consumer,California,Binders
Office Supplies,Santa Clara,United States,0.2,7.0044,6,West,21.552,Consumer,California,Binders
Office Supplies,Oakland,United States,0.2,42.4647,9,West,117.144,Consumer,California,Binders
Office Supplies,San Jose,United States,0.2,20.8494,13,West,61.776,Consumer,California,Binders
Office Supplies,Anaheim,United States,0.2,2.1286,2,West,5.872,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,2.2302,2,West,6.608,Consumer,California,Binders
Office Supplies,Redlands,United States,0.2,124.485,3,West,398.352,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,5.0232,3,West,14.352,Consumer,California,Binders
Office Supplies,Anaheim,United States,0.2,68.12,5,West,209.6,Consumer,California,Binders
Office Supplies,Anaheim,United States,0.2,39.8736,9,West,122.688,Consumer,California,Binders
Office Supplies,Vallejo,United States,0.2,5.5536,4,West,17.088,Consumer,California,Binders
Office Supplies,Fresno,United States,0.2,77.714,5,West,239.12,Consumer,California,Binders
Office Supplies,Pasadena,United States,0.2,30.186,6,West,92.88,Consumer,California,Binders
Office Supplies,San Francisco,United States,0.2,4.3368,6,West,13.344,Consumer,California,Binders
Office Supplies,Fresno,United States,0.2,9.2799,7,West,27.496,Consumer,California,Binders
Technology,Fresno,United States,0.2,59.998,2,West,479.984,Consumer,California,Copiers
Technology,Thousand Oaks,United States,0.2,1.1988,2,West,15.984,Consumer,California,Phones
Technology,Temecula,United States,0.2,49.4376,3,West,494.376,Consumer,California,Phones
Technology,Fresno,United States,0.2,15.8376,4,West,211.168,Consumer,California,Phones
Technology,Oakland,United States,0.2,37.7972,4,West,431.968,Consumer,California,Phones
Technology,Westminster,United States,0.2,2.3976,4,West,31.968,Consumer,California,Phones
Technology,San Francisco,United States,0.2,125.997,5,West,1679.96,Consumer,California,Phones
Technology,San Francisco,United States,0.2,-131.5008,6,West,657.504,Consumer,California,Phones
Technology,Redlands,United States,0.2,145.782,4,West,1295.84,Consumer,California,Phones
Technology,San Francisco,United States,0.2,944.9865,5,West,2799.96,Consumer,California,Copiers
Technology,San Diego,United States,0.2,503.64,4,West,4476.8,Consumer,California,Machines
